dataset,model,cpu_load,n_samples,test_accuracy,test_precision,test_f1_score,test_recall,fit_time,emission_time,emissions,energy_consumed
Test 3 (P),Neighbors,55.50000000000001,45312.000000,0.829744,0.834950,0.835041,0.835356,0.133895,3.469606e+00,8.031379e-06,4.142811e-05
Test 3 (P),Neighbors,55.50000000000001,45312.000000,0.832356,0.837035,0.837138,0.837343,0.138048,3.469606e+00,8.031379e-06,4.142811e-05
Test 3 (P),Neighbors,55.50000000000001,45312.000000,0.832115,0.838103,0.838072,0.838557,0.137025,3.469606e+00,8.031379e-06,4.142811e-05
Test 3 (P),NaiveBayes,55.50000000000001,45312.000000,0.701267,0.766833,0.717364,0.737504,0.070313,7.149603e-01,1.654757e-06,8.535704e-06
Test 3 (P),NaiveBayes,55.50000000000001,45312.000000,0.684716,0.770119,0.698722,0.726139,0.071355,7.149603e-01,1.654757e-06,8.535704e-06
Test 3 (P),NaiveBayes,55.50000000000001,45312.000000,0.668150,0.765204,0.679492,0.712977,0.072768,7.149603e-01,1.654757e-06,8.535704e-06
Test 3 (P),NaiveBayes,55.50000000000001,45312.000000,0.699273,0.771841,0.715092,0.737144,0.072474,7.149603e-01,1.654757e-06,8.535704e-06
Test 3 (P),NaiveBayes,55.50000000000001,45312.000000,0.688221,0.768198,0.702879,0.728426,0.068166,7.149603e-01,1.654757e-06,8.535704e-06
Test 3 (P),GradientBoost,59.25,45312.000000,0.820974,0.828504,0.828162,0.828975,6.924747,1.418619e+01,3.283990e-05,1.693974e-04
Test 3 (P),GradientBoost,59.25,45312.000000,0.822488,0.832291,0.831030,0.832285,6.927557,1.418619e+01,3.283990e-05,1.693974e-04
Test 3 (P),GradientBoost,59.25,45312.000000,0.825201,0.834956,0.833687,0.834915,6.968585,1.418619e+01,3.283990e-05,1.693974e-04
Test 3 (P),GradientBoost,59.25,45312.000000,0.827570,0.835461,0.834931,0.835798,6.900851,1.418619e+01,3.283990e-05,1.693974e-04
Test 3 (P),GradientBoost,59.25,45312.000000,0.830138,0.838306,0.837646,0.838557,6.638691,1.418619e+01,3.283990e-05,1.693974e-04
Test 3 (P),Neural,52.25,45312.000000,0.822482,0.826467,0.826452,0.826437,53.034233,1.039533e+02,2.406696e-04,1.241441e-03
Test 3 (P),Neural,52.25,45312.000000,0.819906,0.825712,0.825783,0.826216,57.386665,1.039533e+02,2.406696e-04,1.241441e-03
Test 3 (P),Neural,52.25,45312.000000,0.826550,0.834196,0.833762,0.834584,56.118209,1.039533e+02,2.406696e-04,1.241441e-03
Test 3 (P),Neural,52.25,45312.000000,0.825794,0.829533,0.829460,0.829397,44.897874,1.039533e+02,2.406696e-04,1.241441e-03
Test 3 (P),Neural,52.25,45312.000000,0.821490,0.826767,0.826880,0.827190,58.460820,1.039533e+02,2.406696e-04,1.241441e-03
