dataset,model,cpu_load,n_samples,test_accuracy,test_precision,test_f1_score,test_recall,fit_time,emission_time,emissions,energy_consumed
Electricity-P,Linear,93.5,45312.000000,0.744838,0.764322,0.758218,0.762992,0.121983,2.026833e+00,4.671412e-06,2.409646e-05
Electricity-P,Linear,93.5,45312.000000,0.743752,0.764479,0.757476,0.762635,0.126320,2.026833e+00,4.671412e-06,2.409646e-05
Electricity-P,Linear,93.5,45312.000000,0.743124,0.761173,0.756138,0.760539,0.130983,2.026833e+00,4.671412e-06,2.409646e-05
Electricity-P,Linear,93.5,45312.000000,0.741217,0.760332,0.754555,0.759325,0.121803,2.026833e+00,4.671412e-06,2.409646e-05
Electricity-P,Forest,89.0,45312.000000,0.902681,0.906426,0.906374,0.906543,6.749824,1.431770e+01,3.308215e-05,1.706470e-04
Electricity-P,Forest,89.0,45312.000000,0.902133,0.907259,0.906899,0.907205,6.750370,1.431770e+01,3.308215e-05,1.706470e-04
Electricity-P,Forest,89.0,45312.000000,0.902224,0.907091,0.906804,0.907085,6.811498,1.431770e+01,3.308215e-05,1.706470e-04
Electricity-P,Forest,89.0,45312.000000,0.904153,0.908459,0.908294,0.908519,6.788794,1.431770e+01,3.308215e-05,1.706470e-04
Electricity-P,Forest,89.0,45312.000000,0.907027,0.911226,0.911065,0.911278,6.641458,1.431770e+01,3.308215e-05,1.706470e-04
Electricity-P,SupportVector,57.99999999999999,45312.000000,0.784673,0.798124,0.795473,0.797859,37.827250,9.271965e+01,2.149290e-04,1.108664e-03
Electricity-P,SupportVector,57.99999999999999,45312.000000,0.787638,0.802116,0.798810,0.801390,37.754307,9.271965e+01,2.149290e-04,1.108664e-03
Electricity-P,SupportVector,57.99999999999999,45312.000000,0.786580,0.801610,0.797988,0.800706,37.670043,9.271965e+01,2.149290e-04,1.108664e-03
Electricity-P,SupportVector,57.99999999999999,45312.000000,0.790149,0.803681,0.800913,0.803244,37.826419,9.271965e+01,2.149290e-04,1.108664e-03
Electricity-P,SupportVector,57.99999999999999,45312.000000,0.787100,0.802025,0.798461,0.801148,36.481714,9.271965e+01,2.149290e-04,1.108664e-03
Electricity-P,Neighbors,55.50000000000001,45312.000000,0.831933,0.837076,0.837163,0.837471,0.143582,3.469606e+00,8.031379e-06,4.142811e-05
Electricity-P,Neighbors,55.50000000000001,45312.000000,0.823545,0.830584,0.830365,0.831071,0.132776,3.469606e+00,8.031379e-06,4.142811e-05
Electricity-P,Neighbors,55.50000000000001,45312.000000,0.829744,0.834950,0.835041,0.835356,0.133895,3.469606e+00,8.031379e-06,4.142811e-05
Electricity-P,Neighbors,55.50000000000001,45312.000000,0.832356,0.837035,0.837138,0.837343,0.138048,3.469606e+00,8.031379e-06,4.142811e-05
Electricity-P,Neighbors,55.50000000000001,45312.000000,0.832115,0.838103,0.838072,0.838557,0.137025,3.469606e+00,8.031379e-06,4.142811e-05
Electricity-P,NaiveBayes,55.50000000000001,45312.000000,0.701267,0.766833,0.717364,0.737504,0.070313,7.149603e-01,1.654757e-06,8.535704e-06
Electricity-P,NaiveBayes,55.50000000000001,45312.000000,0.684716,0.770119,0.698722,0.726139,0.071355,7.149603e-01,1.654757e-06,8.535704e-06
Electricity-P,NaiveBayes,55.50000000000001,45312.000000,0.668150,0.765204,0.679492,0.712977,0.072768,7.149603e-01,1.654757e-06,8.535704e-06
Electricity-P,NaiveBayes,55.50000000000001,45312.000000,0.699273,0.771841,0.715092,0.737144,0.072474,7.149603e-01,1.654757e-06,8.535704e-06
Electricity-P,NaiveBayes,55.50000000000001,45312.000000,0.688221,0.768198,0.702879,0.728426,0.068166,7.149603e-01,1.654757e-06,8.535704e-06
Electricity-P,GradientBoost,59.25,45312.000000,0.820974,0.828504,0.828162,0.828975,6.924747,1.418619e+01,3.283990e-05,1.693974e-04
Electricity-P,GradientBoost,59.25,45312.000000,0.822488,0.832291,0.831030,0.832285,6.927557,1.418619e+01,3.283990e-05,1.693974e-04
Electricity-P,GradientBoost,59.25,45312.000000,0.825201,0.834956,0.833687,0.834915,6.968585,1.418619e+01,3.283990e-05,1.693974e-04
Electricity-P,GradientBoost,59.25,45312.000000,0.827570,0.835461,0.834931,0.835798,6.900851,1.418619e+01,3.283990e-05,1.693974e-04
Electricity-P,GradientBoost,59.25,45312.000000,0.830138,0.838306,0.837646,0.838557,6.638691,1.418619e+01,3.283990e-05,1.693974e-04
Electricity-P,Neural,52.25,45312.000000,0.822482,0.826467,0.826452,0.826437,53.034233,1.039533e+02,2.406696e-04,1.241441e-03
Electricity-P,Neural,52.25,45312.000000,0.819906,0.825712,0.825783,0.826216,57.386665,1.039533e+02,2.406696e-04,1.241441e-03
Electricity-P,Neural,52.25,45312.000000,0.826550,0.834196,0.833762,0.834584,56.118209,1.039533e+02,2.406696e-04,1.241441e-03
Electricity-P,Neural,52.25,45312.000000,0.825794,0.829533,0.829460,0.829397,44.897874,1.039533e+02,2.406696e-04,1.241441e-03
Electricity-P,Neural,52.25,45312.000000,0.821490,0.826767,0.826880,0.827190,58.460820,1.039533e+02,2.406696e-04,1.241441e-03
